"Notes"	"Region"	"Region Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m^2)
	"Census Region 4: West"	"CENS-R4"	"Mar, 2001"	"2001/03"	16479.90
	"Census Region 4: West"	"CENS-R4"	"Apr, 2001"	"2001/04"	20646.38
	"Census Region 4: West"	"CENS-R4"	"May, 2001"	"2001/05"	26024.08
	"Census Region 4: West"	"CENS-R4"	"Jun, 2001"	"2001/06"	26555.69
	"Census Region 4: West"	"CENS-R4"	"Jul, 2001"	"2001/07"	26007.87
	"Census Region 4: West"	"CENS-R4"	"Aug, 2001"	"2001/08"	23275.60
	"Census Region 4: West"	"CENS-R4"	"Sep, 2001"	"2001/09"	18955.30
	"Census Region 4: West"	"CENS-R4"	"Oct, 2001"	"2001/10"	13392.51
	"Census Region 4: West"	"CENS-R4"	"Nov, 2001"	"2001/11"	9002.83
	"Census Region 4: West"	"CENS-R4"	"Dec, 2001"	"2001/12"	7416.50
	"Census Region 4: West"	"CENS-R4"	"Jan, 2002"	"2002/01"	8231.80
	"Census Region 4: West"	"CENS-R4"	"Feb, 2002"	"2002/02"	12025.03
	"Census Region 4: West"	"CENS-R4"	"Mar, 2002"	"2002/03"	16497.82
	"Census Region 4: West"	"CENS-R4"	"Apr, 2002"	"2002/04"	20937.57
	"Census Region 4: West"	"CENS-R4"	"May, 2002"	"2002/05"	25452.24
	"Census Region 4: West"	"CENS-R4"	"Jun, 2002"	"2002/06"	27055.94
	"Census Region 4: West"	"CENS-R4"	"Jul, 2002"	"2002/07"	26609.69
	"Census Region 4: West"	"CENS-R4"	"Aug, 2002"	"2002/08"	23532.44
	"Census Region 4: West"	"CENS-R4"	"Sep, 2002"	"2002/09"	18223.05
	"Census Region 4: West"	"CENS-R4"	"Oct, 2002"	"2002/10"	13674.54
	"Census Region 4: West"	"CENS-R4"	"Nov, 2002"	"2002/11"	9282.44
	"Census Region 4: West"	"CENS-R4"	"Dec, 2002"	"2002/12"	7313.54
	"Census Region 4: West"	"CENS-R4"	"Jan, 2003"	"2003/01"	8225.84
	"Census Region 4: West"	"CENS-R4"	"Feb, 2003"	"2003/02"	11348.87
	"Census Region 4: West"	"CENS-R4"	"Mar, 2003"	"2003/03"	15899.21
	"Census Region 4: West"	"CENS-R4"	"Apr, 2003"	"2003/04"	20673.36
	"Census Region 4: West"	"CENS-R4"	"May, 2003"	"2003/05"	24730.99
	"Census Region 4: West"	"CENS-R4"	"Jun, 2003"	"2003/06"	27295.59
	"Census Region 4: West"	"CENS-R4"	"Jul, 2003"	"2003/07"	26888.21
	"Census Region 4: West"	"CENS-R4"	"Aug, 2003"	"2003/08"	23006.34
	"Census Region 4: West"	"CENS-R4"	"Sep, 2003"	"2003/09"	18803.46
	"Census Region 4: West"	"CENS-R4"	"Oct, 2003"	"2003/10"	13843.53
	"Census Region 4: West"	"CENS-R4"	"Nov, 2003"	"2003/11"	8840.54
	"Census Region 4: West"	"CENS-R4"	"Dec, 2003"	"2003/12"	7367.47
	"Census Region 4: West"	"CENS-R4"	"Jan, 2004"	"2004/01"	8172.27
	"Census Region 4: West"	"CENS-R4"	"Feb, 2004"	"2004/02"	11304.36
	"Census Region 4: West"	"CENS-R4"	"Mar, 2004"	"2004/03"	17233.83
	"Census Region 4: West"	"CENS-R4"	"Apr, 2004"	"2004/04"	21577.14
	"Census Region 4: West"	"CENS-R4"	"May, 2004"	"2004/05"	25290.13
	"Census Region 4: West"	"CENS-R4"	"Jun, 2004"	"2004/06"	26950.98
	"Census Region 4: West"	"CENS-R4"	"Jul, 2004"	"2004/07"	26286.78
	"Census Region 4: West"	"CENS-R4"	"Aug, 2004"	"2004/08"	22703.88
	"Census Region 4: West"	"CENS-R4"	"Sep, 2004"	"2004/09"	18173.17
	"Census Region 4: West"	"CENS-R4"	"Oct, 2004"	"2004/10"	13001.86
	"Census Region 4: West"	"CENS-R4"	"Nov, 2004"	"2004/11"	8940.09
	"Census Region 4: West"	"CENS-R4"	"Dec, 2004"	"2004/12"	7513.50
	"Census Region 4: West"	"CENS-R4"	"Jan, 2005"	"2005/01"	8049.50
	"Census Region 4: West"	"CENS-R4"	"Feb, 2005"	"2005/02"	11576.55
	"Census Region 4: West"	"CENS-R4"	"Mar, 2005"	"2005/03"	15978.38
	"Census Region 4: West"	"CENS-R4"	"Apr, 2005"	"2005/04"	20655.90
	"Census Region 4: West"	"CENS-R4"	"May, 2005"	"2005/05"	24374.67
	"Census Region 4: West"	"CENS-R4"	"Jun, 2005"	"2005/06"	26303.90
	"Census Region 4: West"	"CENS-R4"	"Jul, 2005"	"2005/07"	26809.45
	"Census Region 4: West"	"CENS-R4"	"Aug, 2005"	"2005/08"	23152.90
	"Census Region 4: West"	"CENS-R4"	"Sep, 2005"	"2005/09"	18740.76
	"Census Region 4: West"	"CENS-R4"	"Oct, 2005"	"2005/10"	13312.18
	"Census Region 4: West"	"CENS-R4"	"Nov, 2005"	"2005/11"	9176.40
	"Census Region 4: West"	"CENS-R4"	"Dec, 2005"	"2005/12"	7508.68
	"Census Region 4: West"	"CENS-R4"	"Jan, 2006"	"2006/01"	8254.40
	"Census Region 4: West"	"CENS-R4"	"Feb, 2006"	"2006/02"	11926.29
	"Census Region 4: West"	"CENS-R4"	"Mar, 2006"	"2006/03"	15879.81
	"Census Region 4: West"	"CENS-R4"	"Apr, 2006"	"2006/04"	21078.05
	"Census Region 4: West"	"CENS-R4"	"May, 2006"	"2006/05"	25968.76
	"Census Region 4: West"	"CENS-R4"	"Jun, 2006"	"2006/06"	26996.62
	"Census Region 4: West"	"CENS-R4"	"Jul, 2006"	"2006/07"	26423.37
	"Census Region 4: West"	"CENS-R4"	"Aug, 2006"	"2006/08"	23403.58
	"Census Region 4: West"	"CENS-R4"	"Sep, 2006"	"2006/09"	18723.84
	"Census Region 4: West"	"CENS-R4"	"Oct, 2006"	"2006/10"	13424.57
	"Census Region 4: West"	"CENS-R4"	"Nov, 2006"	"2006/11"	8984.34
	"Census Region 4: West"	"CENS-R4"	"Dec, 2006"	"2006/12"	7608.48
	"Census Region 4: West"	"CENS-R4"	"Jan, 2007"	"2007/01"	8576.17
	"Census Region 4: West"	"CENS-R4"	"Feb, 2007"	"2007/02"	11196.85
	"Census Region 4: West"	"CENS-R4"	"Mar, 2007"	"2007/03"	16707.28
	"Census Region 4: West"	"CENS-R4"	"Apr, 2007"	"2007/04"	20883.75
	"Census Region 4: West"	"CENS-R4"	"May, 2007"	"2007/05"	25997.01
	"Census Region 4: West"	"CENS-R4"	"Jun, 2007"	"2007/06"	27137.26
	"Census Region 4: West"	"CENS-R4"	"Jul, 2007"	"2007/07"	26157.23
	"Census Region 4: West"	"CENS-R4"	"Aug, 2007"	"2007/08"	23125.23
	"Census Region 4: West"	"CENS-R4"	"Sep, 2007"	"2007/09"	18684.62
	"Census Region 4: West"	"CENS-R4"	"Oct, 2007"	"2007/10"	13471.47
	"Census Region 4: West"	"CENS-R4"	"Nov, 2007"	"2007/11"	9535.07
	"Census Region 4: West"	"CENS-R4"	"Dec, 2007"	"2007/12"	7326.12
	"Census Region 4: West"	"CENS-R4"	"Jan, 2008"	"2008/01"	8223.20
	"Census Region 4: West"	"CENS-R4"	"Feb, 2008"	"2008/02"	11698.25
	"Census Region 4: West"	"CENS-R4"	"Mar, 2008"	"2008/03"	16781.69
	"Census Region 4: West"	"CENS-R4"	"Apr, 2008"	"2008/04"	21803.03
	"Census Region 4: West"	"CENS-R4"	"May, 2008"	"2008/05"	24752.55
	"Census Region 4: West"	"CENS-R4"	"Jun, 2008"	"2008/06"	27217.50
	"Census Region 4: West"	"CENS-R4"	"Jul, 2008"	"2008/07"	26358.52
	"Census Region 4: West"	"CENS-R4"	"Aug, 2008"	"2008/08"	22806.68
	"Census Region 4: West"	"CENS-R4"	"Sep, 2008"	"2008/09"	18905.24
	"Census Region 4: West"	"CENS-R4"	"Oct, 2008"	"2008/10"	13629.81
	"Census Region 4: West"	"CENS-R4"	"Nov, 2008"	"2008/11"	9008.59
	"Census Region 4: West"	"CENS-R4"	"Dec, 2008"	"2008/12"	7297.46
	"Census Region 4: West"	"CENS-R4"	"Jan, 2009"	"2009/01"	8581.65
	"Census Region 4: West"	"CENS-R4"	"Feb, 2009"	"2009/02"	11812.44
	"Census Region 4: West"	"CENS-R4"	"Mar, 2009"	"2009/03"	16715.52
	"Census Region 4: West"	"CENS-R4"	"Apr, 2009"	"2009/04"	21286.61
	"Census Region 4: West"	"CENS-R4"	"May, 2009"	"2009/05"	25351.57
	"Census Region 4: West"	"CENS-R4"	"Jun, 2009"	"2009/06"	25665.74
	"Census Region 4: West"	"CENS-R4"	"Jul, 2009"	"2009/07"	26520.56
	"Census Region 4: West"	"CENS-R4"	"Aug, 2009"	"2009/08"	23410.92
	"Census Region 4: West"	"CENS-R4"	"Sep, 2009"	"2009/09"	18939.75
	"Census Region 4: West"	"CENS-R4"	"Oct, 2009"	"2009/10"	13080.73
	"Census Region 4: West"	"CENS-R4"	"Nov, 2009"	"2009/11"	9596.78
	"Census Region 4: West"	"CENS-R4"	"Dec, 2009"	"2009/12"	7586.58
	"Census Region 4: West"	"CENS-R4"	"Jan, 2010"	"2010/01"	8200.47
	"Census Region 4: West"	"CENS-R4"	"Feb, 2010"	"2010/02"	11426.35
	"Census Region 4: West"	"CENS-R4"	"Mar, 2010"	"2010/03"	16941.09
	"Census Region 4: West"	"CENS-R4"	"Apr, 2010"	"2010/04"	20845.48
	"Census Region 4: West"	"CENS-R4"	"May, 2010"	"2010/05"	24346.06
	"Census Region 4: West"	"CENS-R4"	"Jun, 2010"	"2010/06"	26133.28
	"Census Region 4: West"	"CENS-R4"	"Jul, 2010"	"2010/07"	26473.99
	"Census Region 4: West"	"CENS-R4"	"Aug, 2010"	"2010/08"	23259.65
	"Census Region 4: West"	"CENS-R4"	"Sep, 2010"	"2010/09"	18889.12
	"Census Region 4: West"	"CENS-R4"	"Oct, 2010"	"2010/10"	13311.09
	"Census Region 4: West"	"CENS-R4"	"Nov, 2010"	"2010/11"	9161.03
	"Census Region 4: West"	"CENS-R4"	"Dec, 2010"	"2010/12"	7227.96
	"Census Region 4: West"	"CENS-R4"	"Jan, 2011"	"2011/01"	8482.86
	"Census Region 4: West"	"CENS-R4"	"Feb, 2011"	"2011/02"	11687.03
	"Census Region 4: West"	"CENS-R4"	"Mar, 2011"	"2011/03"	15940.63
	"Census Region 4: West"	"CENS-R4"	"Apr, 2011"	"2011/04"	20339.07
	"Census Region 4: West"	"CENS-R4"	"May, 2011"	"2011/05"	24128.82
	"Census Region 4: West"	"CENS-R4"	"Jun, 2011"	"2011/06"	26856.84
	"Census Region 4: West"	"CENS-R4"	"Jul, 2011"	"2011/07"	26583.87
	"Census Region 4: West"	"CENS-R4"	"Aug, 2011"	"2011/08"	23821.98
	"Census Region 4: West"	"CENS-R4"	"Sep, 2011"	"2011/09"	19029.43
	"Census Region 4: West"	"CENS-R4"	"Oct, 2011"	"2011/10"	13463.99
	"Census Region 4: West"	"CENS-R4"	"Nov, 2011"	"2011/11"	9308.17
	"Census Region 4: West"	"CENS-R4"	"Dec, 2011"	"2011/12"	7834.51
"Total"	"Census Region 4: West"	"CENS-R4"			17220.92
"Total"					16432.10
"---"
"Dataset: North America Land Data Assimilation System (NLDAS) Daily Sunlight (KJ/m²) (1979-2011)"
"Query Parameters:"
"Group By: Region; Month, Year"
"Show Totals: True"
"Show Zero Values: False"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Insolation.html for more information."
"---"
"Query Date: Sep 18, 2022 4:05:49 PM"
"---"
"Suggested Citation: North America Land Data Assimilation System (NLDAS) Daily Sunlight (insolation) for years 1979-2011 on CDC"
"WONDER Online Database, released 2013. Accessed at http://wonder.cdc.gov/NASA-INSOLAR.html on Sep 18, 2022 4:05:49 PM"
