"Notes"	"Region"	"Region Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m^2)
	"Census Region 3: South"	"CENS-R3"	"Feb, 1980"	"1980/02"	12981.09
	"Census Region 3: South"	"CENS-R3"	"Mar, 1980"	"1980/03"	16239.53
	"Census Region 3: South"	"CENS-R3"	"Apr, 1980"	"1980/04"	20449.28
	"Census Region 3: South"	"CENS-R3"	"May, 1980"	"1980/05"	22994.23
	"Census Region 3: South"	"CENS-R3"	"Jun, 1980"	"1980/06"	25892.01
	"Census Region 3: South"	"CENS-R3"	"Jul, 1980"	"1980/07"	26740.98
	"Census Region 3: South"	"CENS-R3"	"Aug, 1980"	"1980/08"	22941.63
	"Census Region 3: South"	"CENS-R3"	"Sep, 1980"	"1980/09"	17982.77
	"Census Region 3: South"	"CENS-R3"	"Oct, 1980"	"1980/10"	15941.38
	"Census Region 3: South"	"CENS-R3"	"Nov, 1980"	"1980/11"	10870.64
	"Census Region 3: South"	"CENS-R3"	"Dec, 1980"	"1980/12"	9534.18
	"Census Region 3: South"	"CENS-R3"	"Jan, 1981"	"1981/01"	10219.07
	"Census Region 3: South"	"CENS-R3"	"Feb, 1981"	"1981/02"	12531.33
	"Census Region 3: South"	"CENS-R3"	"Mar, 1981"	"1981/03"	16761.22
	"Census Region 3: South"	"CENS-R3"	"Apr, 1981"	"1981/04"	20548.64
	"Census Region 3: South"	"CENS-R3"	"May, 1981"	"1981/05"	22977.24
	"Census Region 3: South"	"CENS-R3"	"Jun, 1981"	"1981/06"	23857.38
	"Census Region 3: South"	"CENS-R3"	"Jul, 1981"	"1981/07"	23729.25
	"Census Region 3: South"	"CENS-R3"	"Aug, 1981"	"1981/08"	20735.33
	"Census Region 3: South"	"CENS-R3"	"Sep, 1981"	"1981/09"	19155.85
	"Census Region 3: South"	"CENS-R3"	"Oct, 1981"	"1981/10"	14115.19
	"Census Region 3: South"	"CENS-R3"	"Nov, 1981"	"1981/11"	11499.87
	"Census Region 3: South"	"CENS-R3"	"Dec, 1981"	"1981/12"	9375.86
	"Census Region 3: South"	"CENS-R3"	"Jan, 1982"	"1982/01"	10012.66
	"Census Region 3: South"	"CENS-R3"	"Feb, 1982"	"1982/02"	12096.20
	"Census Region 3: South"	"CENS-R3"	"Mar, 1982"	"1982/03"	16257.61
	"Census Region 3: South"	"CENS-R3"	"Apr, 1982"	"1982/04"	19356.50
	"Census Region 3: South"	"CENS-R3"	"May, 1982"	"1982/05"	22686.04
	"Census Region 3: South"	"CENS-R3"	"Jun, 1982"	"1982/06"	23762.22
	"Census Region 3: South"	"CENS-R3"	"Jul, 1982"	"1982/07"	22840.18
	"Census Region 3: South"	"CENS-R3"	"Aug, 1982"	"1982/08"	21298.01
	"Census Region 3: South"	"CENS-R3"	"Sep, 1982"	"1982/09"	18957.18
	"Census Region 3: South"	"CENS-R3"	"Oct, 1982"	"1982/10"	14897.05
	"Census Region 3: South"	"CENS-R3"	"Nov, 1982"	"1982/11"	10152.69
	"Census Region 3: South"	"CENS-R3"	"Dec, 1982"	"1982/12"	8897.25
	"Census Region 3: South"	"CENS-R3"	"Jan, 1983"	"1983/01"	9724.70
	"Census Region 3: South"	"CENS-R3"	"Feb, 1983"	"1983/02"	12296.83
	"Census Region 3: South"	"CENS-R3"	"Mar, 1983"	"1983/03"	16240.93
	"Census Region 3: South"	"CENS-R3"	"Apr, 1983"	"1983/04"	19989.86
	"Census Region 3: South"	"CENS-R3"	"May, 1983"	"1983/05"	23069.23
	"Census Region 3: South"	"CENS-R3"	"Jun, 1983"	"1983/06"	23452.08
	"Census Region 3: South"	"CENS-R3"	"Jul, 1983"	"1983/07"	24839.88
	"Census Region 3: South"	"CENS-R3"	"Aug, 1983"	"1983/08"	21392.03
	"Census Region 3: South"	"CENS-R3"	"Sep, 1983"	"1983/09"	18691.26
	"Census Region 3: South"	"CENS-R3"	"Oct, 1983"	"1983/10"	14785.68
	"Census Region 3: South"	"CENS-R3"	"Nov, 1983"	"1983/11"	10719.13
	"Census Region 3: South"	"CENS-R3"	"Dec, 1983"	"1983/12"	9030.27
	"Census Region 3: South"	"CENS-R3"	"Jan, 1984"	"1984/01"	9728.35
	"Census Region 3: South"	"CENS-R3"	"Feb, 1984"	"1984/02"	13121.23
	"Census Region 3: South"	"CENS-R3"	"Mar, 1984"	"1984/03"	16475.55
	"Census Region 3: South"	"CENS-R3"	"Apr, 1984"	"1984/04"	20036.56
	"Census Region 3: South"	"CENS-R3"	"May, 1984"	"1984/05"	23413.61
	"Census Region 3: South"	"CENS-R3"	"Jun, 1984"	"1984/06"	24285.62
	"Census Region 3: South"	"CENS-R3"	"Jul, 1984"	"1984/07"	23323.54
	"Census Region 3: South"	"CENS-R3"	"Aug, 1984"	"1984/08"	21331.81
	"Census Region 3: South"	"CENS-R3"	"Sep, 1984"	"1984/09"	18685.97
	"Census Region 3: South"	"CENS-R3"	"Oct, 1984"	"1984/10"	13874.26
	"Census Region 3: South"	"CENS-R3"	"Nov, 1984"	"1984/11"	11013.89
	"Census Region 3: South"	"CENS-R3"	"Dec, 1984"	"1984/12"	9060.56
	"Census Region 3: South"	"CENS-R3"	"Jan, 1985"	"1985/01"	9459.67
	"Census Region 3: South"	"CENS-R3"	"Feb, 1985"	"1985/02"	12272.18
	"Census Region 3: South"	"CENS-R3"	"Mar, 1985"	"1985/03"	16367.59
	"Census Region 3: South"	"CENS-R3"	"Apr, 1985"	"1985/04"	20587.77
	"Census Region 3: South"	"CENS-R3"	"May, 1985"	"1985/05"	23461.50
	"Census Region 3: South"	"CENS-R3"	"Jun, 1985"	"1985/06"	24330.76
	"Census Region 3: South"	"CENS-R3"	"Jul, 1985"	"1985/07"	23392.70
	"Census Region 3: South"	"CENS-R3"	"Aug, 1985"	"1985/08"	21162.91
	"Census Region 3: South"	"CENS-R3"	"Sep, 1985"	"1985/09"	18088.83
	"Census Region 3: South"	"CENS-R3"	"Oct, 1985"	"1985/10"	13646.64
	"Census Region 3: South"	"CENS-R3"	"Nov, 1985"	"1985/11"	10323.13
	"Census Region 3: South"	"CENS-R3"	"Dec, 1985"	"1985/12"	9790.69
	"Census Region 3: South"	"CENS-R3"	"Jan, 1986"	"1986/01"	10532.78
	"Census Region 3: South"	"CENS-R3"	"Feb, 1986"	"1986/02"	12627.85
	"Census Region 3: South"	"CENS-R3"	"Mar, 1986"	"1986/03"	17992.40
	"Census Region 3: South"	"CENS-R3"	"Apr, 1986"	"1986/04"	21233.40
	"Census Region 3: South"	"CENS-R3"	"May, 1986"	"1986/05"	22345.27
	"Census Region 3: South"	"CENS-R3"	"Jun, 1986"	"1986/06"	22508.02
	"Census Region 3: South"	"CENS-R3"	"Jul, 1986"	"1986/07"	25242.27
	"Census Region 3: South"	"CENS-R3"	"Aug, 1986"	"1986/08"	20805.57
	"Census Region 3: South"	"CENS-R3"	"Sep, 1986"	"1986/09"	17165.97
	"Census Region 3: South"	"CENS-R3"	"Oct, 1986"	"1986/10"	13968.25
	"Census Region 3: South"	"CENS-R3"	"Nov, 1986"	"1986/11"	9377.04
	"Census Region 3: South"	"CENS-R3"	"Dec, 1986"	"1986/12"	8248.31
	"Census Region 3: South"	"CENS-R3"	"Jan, 1987"	"1987/01"	9751.35
	"Census Region 3: South"	"CENS-R3"	"Feb, 1987"	"1987/02"	11288.06
	"Census Region 3: South"	"CENS-R3"	"Mar, 1987"	"1987/03"	16637.56
	"Census Region 3: South"	"CENS-R3"	"Apr, 1987"	"1987/04"	20946.45
	"Census Region 3: South"	"CENS-R3"	"May, 1987"	"1987/05"	21300.66
	"Census Region 3: South"	"CENS-R3"	"Jun, 1987"	"1987/06"	22731.78
	"Census Region 3: South"	"CENS-R3"	"Jul, 1987"	"1987/07"	24160.28
	"Census Region 3: South"	"CENS-R3"	"Aug, 1987"	"1987/08"	21310.69
	"Census Region 3: South"	"CENS-R3"	"Sep, 1987"	"1987/09"	18466.09
	"Census Region 3: South"	"CENS-R3"	"Oct, 1987"	"1987/10"	16343.44
	"Census Region 3: South"	"CENS-R3"	"Nov, 1987"	"1987/11"	10848.49
	"Census Region 3: South"	"CENS-R3"	"Dec, 1987"	"1987/12"	9114.97
	"Census Region 3: South"	"CENS-R3"	"Jan, 1988"	"1988/01"	9738.50
	"Census Region 3: South"	"CENS-R3"	"Feb, 1988"	"1988/02"	12749.67
	"Census Region 3: South"	"CENS-R3"	"Mar, 1988"	"1988/03"	17133.30
	"Census Region 3: South"	"CENS-R3"	"Apr, 1988"	"1988/04"	21040.03
	"Census Region 3: South"	"CENS-R3"	"May, 1988"	"1988/05"	24781.30
	"Census Region 3: South"	"CENS-R3"	"Jun, 1988"	"1988/06"	25164.94
	"Census Region 3: South"	"CENS-R3"	"Jul, 1988"	"1988/07"	22806.65
	"Census Region 3: South"	"CENS-R3"	"Aug, 1988"	"1988/08"	20307.38
	"Census Region 3: South"	"CENS-R3"	"Sep, 1988"	"1988/09"	18063.75
	"Census Region 3: South"	"CENS-R3"	"Oct, 1988"	"1988/10"	15217.80
	"Census Region 3: South"	"CENS-R3"	"Nov, 1988"	"1988/11"	11252.07
	"Census Region 3: South"	"CENS-R3"	"Dec, 1988"	"1988/12"	9404.03
	"Census Region 3: South"	"CENS-R3"	"Jan, 1989"	"1989/01"	9781.79
	"Census Region 3: South"	"CENS-R3"	"Feb, 1989"	"1989/02"	11339.84
	"Census Region 3: South"	"CENS-R3"	"Mar, 1989"	"1989/03"	16619.82
	"Census Region 3: South"	"CENS-R3"	"Apr, 1989"	"1989/04"	20310.16
	"Census Region 3: South"	"CENS-R3"	"May, 1989"	"1989/05"	23365.07
	"Census Region 3: South"	"CENS-R3"	"Jun, 1989"	"1989/06"	22410.84
	"Census Region 3: South"	"CENS-R3"	"Jul, 1989"	"1989/07"	22286.76
	"Census Region 3: South"	"CENS-R3"	"Aug, 1989"	"1989/08"	20604.62
	"Census Region 3: South"	"CENS-R3"	"Sep, 1989"	"1989/09"	17404.80
	"Census Region 3: South"	"CENS-R3"	"Oct, 1989"	"1989/10"	15759.60
	"Census Region 3: South"	"CENS-R3"	"Nov, 1989"	"1989/11"	11112.27
	"Census Region 3: South"	"CENS-R3"	"Dec, 1989"	"1989/12"	9041.37
	"Census Region 3: South"	"CENS-R3"	"Jan, 1990"	"1990/01"	9763.11
	"Census Region 3: South"	"CENS-R3"	"Feb, 1990"	"1990/02"	12407.63
	"Census Region 3: South"	"CENS-R3"	"Mar, 1990"	"1990/03"	15696.91
	"Census Region 3: South"	"CENS-R3"	"Apr, 1990"	"1990/04"	19980.83
	"Census Region 3: South"	"CENS-R3"	"May, 1990"	"1990/05"	23037.48
	"Census Region 3: South"	"CENS-R3"	"Jun, 1990"	"1990/06"	25373.18
	"Census Region 3: South"	"CENS-R3"	"Jul, 1990"	"1990/07"	23293.92
	"Census Region 3: South"	"CENS-R3"	"Aug, 1990"	"1990/08"	21835.21
	"Census Region 3: South"	"CENS-R3"	"Sep, 1990"	"1990/09"	18186.32
	"Census Region 3: South"	"CENS-R3"	"Oct, 1990"	"1990/10"	15763.09
	"Census Region 3: South"	"CENS-R3"	"Nov, 1990"	"1990/11"	11373.31
	"Census Region 3: South"	"CENS-R3"	"Dec, 1990"	"1990/12"	9006.40
	"Census Region 3: South"	"CENS-R3"	"Jan, 1991"	"1991/01"	8828.48
	"Census Region 3: South"	"CENS-R3"	"Feb, 1991"	"1991/02"	12318.71
	"Census Region 3: South"	"CENS-R3"	"Mar, 1991"	"1991/03"	16769.98
	"Census Region 3: South"	"CENS-R3"	"Apr, 1991"	"1991/04"	19523.12
	"Census Region 3: South"	"CENS-R3"	"May, 1991"	"1991/05"	21238.72
	"Census Region 3: South"	"CENS-R3"	"Jun, 1991"	"1991/06"	22831.60
	"Census Region 3: South"	"CENS-R3"	"Jul, 1991"	"1991/07"	23170.73
	"Census Region 3: South"	"CENS-R3"	"Aug, 1991"	"1991/08"	20976.53
	"Census Region 3: South"	"CENS-R3"	"Sep, 1991"	"1991/09"	17097.91
	"Census Region 3: South"	"CENS-R3"	"Oct, 1991"	"1991/10"	15650.41
	"Census Region 3: South"	"CENS-R3"	"Nov, 1991"	"1991/11"	10739.73
	"Census Region 3: South"	"CENS-R3"	"Dec, 1991"	"1991/12"	8603.57
	"Census Region 3: South"	"CENS-R3"	"Jan, 1992"	"1992/01"	9211.80
	"Census Region 3: South"	"CENS-R3"	"Feb, 1992"	"1992/02"	12506.52
	"Census Region 3: South"	"CENS-R3"	"Mar, 1992"	"1992/03"	16739.98
	"Census Region 3: South"	"CENS-R3"	"Apr, 1992"	"1992/04"	19964.22
	"Census Region 3: South"	"CENS-R3"	"May, 1992"	"1992/05"	22000.29
	"Census Region 3: South"	"CENS-R3"	"Jun, 1992"	"1992/06"	22924.07
	"Census Region 3: South"	"CENS-R3"	"Jul, 1992"	"1992/07"	24367.99
	"Census Region 3: South"	"CENS-R3"	"Aug, 1992"	"1992/08"	21141.57
	"Census Region 3: South"	"CENS-R3"	"Sep, 1992"	"1992/09"	18081.54
	"Census Region 3: South"	"CENS-R3"	"Oct, 1992"	"1992/10"	15811.72
	"Census Region 3: South"	"CENS-R3"	"Nov, 1992"	"1992/11"	10032.16
	"Census Region 3: South"	"CENS-R3"	"Dec, 1992"	"1992/12"	8556.45
	"Census Region 3: South"	"CENS-R3"	"Jan, 1993"	"1993/01"	8788.19
	"Census Region 3: South"	"CENS-R3"	"Feb, 1993"	"1993/02"	12404.24
	"Census Region 3: South"	"CENS-R3"	"Mar, 1993"	"1993/03"	15702.86
	"Census Region 3: South"	"CENS-R3"	"Apr, 1993"	"1993/04"	20341.18
	"Census Region 3: South"	"CENS-R3"	"May, 1993"	"1993/05"	22682.56
	"Census Region 3: South"	"CENS-R3"	"Jun, 1993"	"1993/06"	23838.66
	"Census Region 3: South"	"CENS-R3"	"Jul, 1993"	"1993/07"	24896.91
	"Census Region 3: South"	"CENS-R3"	"Aug, 1993"	"1993/08"	21703.70
	"Census Region 3: South"	"CENS-R3"	"Sep, 1993"	"1993/09"	18672.43
	"Census Region 3: South"	"CENS-R3"	"Oct, 1993"	"1993/10"	14450.77
	"Census Region 3: South"	"CENS-R3"	"Nov, 1993"	"1993/11"	10615.27
	"Census Region 3: South"	"CENS-R3"	"Dec, 1993"	"1993/12"	9035.25
	"Census Region 3: South"	"CENS-R3"	"Jan, 1994"	"1994/01"	9140.22
	"Census Region 3: South"	"CENS-R3"	"Feb, 1994"	"1994/02"	12448.44
	"Census Region 3: South"	"CENS-R3"	"Mar, 1994"	"1994/03"	16630.94
	"Census Region 3: South"	"CENS-R3"	"Apr, 1994"	"1994/04"	20622.18
	"Census Region 3: South"	"CENS-R3"	"May, 1994"	"1994/05"	23199.10
	"Census Region 3: South"	"CENS-R3"	"Jun, 1994"	"1994/06"	22872.39
	"Census Region 3: South"	"CENS-R3"	"Jul, 1994"	"1994/07"	23245.84
	"Census Region 3: South"	"CENS-R3"	"Aug, 1994"	"1994/08"	21722.58
	"Census Region 3: South"	"CENS-R3"	"Sep, 1994"	"1994/09"	18780.59
	"Census Region 3: South"	"CENS-R3"	"Oct, 1994"	"1994/10"	14225.70
	"Census Region 3: South"	"CENS-R3"	"Nov, 1994"	"1994/11"	10763.74
	"Census Region 3: South"	"CENS-R3"	"Dec, 1994"	"1994/12"	8873.08
	"Census Region 3: South"	"CENS-R3"	"Jan, 1995"	"1995/01"	9599.56
	"Census Region 3: South"	"CENS-R3"	"Feb, 1995"	"1995/02"	12152.24
	"Census Region 3: South"	"CENS-R3"	"Mar, 1995"	"1995/03"	16049.68
	"Census Region 3: South"	"CENS-R3"	"Apr, 1995"	"1995/04"	20743.28
	"Census Region 3: South"	"CENS-R3"	"May, 1995"	"1995/05"	22940.71
	"Census Region 3: South"	"CENS-R3"	"Jun, 1995"	"1995/06"	23887.67
	"Census Region 3: South"	"CENS-R3"	"Jul, 1995"	"1995/07"	24252.57
	"Census Region 3: South"	"CENS-R3"	"Aug, 1995"	"1995/08"	21136.15
	"Census Region 3: South"	"CENS-R3"	"Sep, 1995"	"1995/09"	17659.56
	"Census Region 3: South"	"CENS-R3"	"Oct, 1995"	"1995/10"	15488.09
	"Census Region 3: South"	"CENS-R3"	"Nov, 1995"	"1995/11"	10851.79
	"Census Region 3: South"	"CENS-R3"	"Dec, 1995"	"1995/12"	9341.25
	"Census Region 3: South"	"CENS-R3"	"Jan, 1996"	"1996/01"	9882.78
	"Census Region 3: South"	"CENS-R3"	"Feb, 1996"	"1996/02"	12964.87
	"Census Region 3: South"	"CENS-R3"	"Mar, 1996"	"1996/03"	16500.93
	"Census Region 3: South"	"CENS-R3"	"Apr, 1996"	"1996/04"	21036.68
	"Census Region 3: South"	"CENS-R3"	"May, 1996"	"1996/05"	24137.19
	"Census Region 3: South"	"CENS-R3"	"Jun, 1996"	"1996/06"	23834.59
	"Census Region 3: South"	"CENS-R3"	"Jul, 1996"	"1996/07"	23814.88
	"Census Region 3: South"	"CENS-R3"	"Aug, 1996"	"1996/08"	20403.06
	"Census Region 3: South"	"CENS-R3"	"Sep, 1996"	"1996/09"	17836.38
	"Census Region 3: South"	"CENS-R3"	"Oct, 1996"	"1996/10"	15229.35
	"Census Region 3: South"	"CENS-R3"	"Nov, 1996"	"1996/11"	10273.59
	"Census Region 3: South"	"CENS-R3"	"Dec, 1996"	"1996/12"	9608.53
	"Census Region 3: South"	"CENS-R3"	"Jan, 1997"	"1997/01"	9697.72
	"Census Region 3: South"	"CENS-R3"	"Feb, 1997"	"1997/02"	11334.98
	"Census Region 3: South"	"CENS-R3"	"Mar, 1997"	"1997/03"	16506.59
	"Census Region 3: South"	"CENS-R3"	"Apr, 1997"	"1997/04"	19117.70
	"Census Region 3: South"	"CENS-R3"	"May, 1997"	"1997/05"	22908.03
	"Census Region 3: South"	"CENS-R3"	"Jun, 1997"	"1997/06"	22488.43
	"Census Region 3: South"	"CENS-R3"	"Jul, 1997"	"1997/07"	24181.54
	"Census Region 3: South"	"CENS-R3"	"Aug, 1997"	"1997/08"	21692.11
	"Census Region 3: South"	"CENS-R3"	"Sep, 1997"	"1997/09"	18472.34
	"Census Region 3: South"	"CENS-R3"	"Oct, 1997"	"1997/10"	14695.24
	"Census Region 3: South"	"CENS-R3"	"Nov, 1997"	"1997/11"	10051.21
	"Census Region 3: South"	"CENS-R3"	"Dec, 1997"	"1997/12"	8959.59
	"Census Region 3: South"	"CENS-R3"	"Jan, 1998"	"1998/01"	9540.47
	"Census Region 3: South"	"CENS-R3"	"Feb, 1998"	"1998/02"	11855.33
	"Census Region 3: South"	"CENS-R3"	"Mar, 1998"	"1998/03"	15830.96
	"Census Region 3: South"	"CENS-R3"	"Apr, 1998"	"1998/04"	20185.67
	"Census Region 3: South"	"CENS-R3"	"May, 1998"	"1998/05"	24473.17
	"Census Region 3: South"	"CENS-R3"	"Jun, 1998"	"1998/06"	25745.69
	"Census Region 3: South"	"CENS-R3"	"Jul, 1998"	"1998/07"	24359.21
	"Census Region 3: South"	"CENS-R3"	"Aug, 1998"	"1998/08"	22293.58
	"Census Region 3: South"	"CENS-R3"	"Sep, 1998"	"1998/09"	18813.31
	"Census Region 3: South"	"CENS-R3"	"Oct, 1998"	"1998/10"	15148.50
	"Census Region 3: South"	"CENS-R3"	"Nov, 1998"	"1998/11"	10483.02
	"Census Region 3: South"	"CENS-R3"	"Dec, 1998"	"1998/12"	8908.51
	"Census Region 3: South"	"CENS-R3"	"Jan, 1999"	"1999/01"	10093.61
	"Census Region 3: South"	"CENS-R3"	"Feb, 1999"	"1999/02"	13503.44
	"Census Region 3: South"	"CENS-R3"	"Mar, 1999"	"1999/03"	16382.12
	"Census Region 3: South"	"CENS-R3"	"Apr, 1999"	"1999/04"	20400.76
	"Census Region 3: South"	"CENS-R3"	"May, 1999"	"1999/05"	24037.27
	"Census Region 3: South"	"CENS-R3"	"Jun, 1999"	"1999/06"	22762.30
	"Census Region 3: South"	"CENS-R3"	"Jul, 1999"	"1999/07"	24243.54
	"Census Region 3: South"	"CENS-R3"	"Aug, 1999"	"1999/08"	24189.42
	"Census Region 3: South"	"CENS-R3"	"Sep, 1999"	"1999/09"	19417.16
	"Census Region 3: South"	"CENS-R3"	"Oct, 1999"	"1999/10"	15891.49
	"Census Region 3: South"	"CENS-R3"	"Nov, 1999"	"1999/11"	12034.07
	"Census Region 3: South"	"CENS-R3"	"Dec, 1999"	"1999/12"	9800.46
	"Census Region 3: South"	"CENS-R3"	"Jan, 2000"	"2000/01"	9925.82
	"Census Region 3: South"	"CENS-R3"	"Feb, 2000"	"2000/02"	13823.85
	"Census Region 3: South"	"CENS-R3"	"Mar, 2000"	"2000/03"	17172.68
	"Census Region 3: South"	"CENS-R3"	"Apr, 2000"	"2000/04"	20172.95
	"Census Region 3: South"	"CENS-R3"	"May, 2000"	"2000/05"	24551.85
	"Census Region 3: South"	"CENS-R3"	"Jun, 2000"	"2000/06"	23210.33
	"Census Region 3: South"	"CENS-R3"	"Jul, 2000"	"2000/07"	25333.64
	"Census Region 3: South"	"CENS-R3"	"Aug, 2000"	"2000/08"	23685.75
	"Census Region 3: South"	"CENS-R3"	"Sep, 2000"	"2000/09"	18967.88
	"Census Region 3: South"	"CENS-R3"	"Oct, 2000"	"2000/10"	15396.97
	"Census Region 3: South"	"CENS-R3"	"Nov, 2000"	"2000/11"	10186.76
	"Census Region 3: South"	"CENS-R3"	"Dec, 2000"	"2000/12"	9014.88
	"Census Region 3: South"	"CENS-R3"	"Jan, 2001"	"2001/01"	9593.16
	"Census Region 3: South"	"CENS-R3"	"Feb, 2001"	"2001/02"	12010.78
	"Census Region 3: South"	"CENS-R3"	"Mar, 2001"	"2001/03"	15289.11
	"Census Region 3: South"	"CENS-R3"	"Apr, 2001"	"2001/04"	20858.45
	"Census Region 3: South"	"CENS-R3"	"May, 2001"	"2001/05"	23334.10
	"Census Region 3: South"	"CENS-R3"	"Jun, 2001"	"2001/06"	24108.53
	"Census Region 3: South"	"CENS-R3"	"Jul, 2001"	"2001/07"	23878.73
	"Census Region 3: South"	"CENS-R3"	"Aug, 2001"	"2001/08"	21533.39
	"Census Region 3: South"	"CENS-R3"	"Sep, 2001"	"2001/09"	18543.45
	"Census Region 3: South"	"CENS-R3"	"Oct, 2001"	"2001/10"	16258.13
	"Census Region 3: South"	"CENS-R3"	"Nov, 2001"	"2001/11"	11032.22
	"Census Region 3: South"	"CENS-R3"	"Dec, 2001"	"2001/12"	9361.89
	"Census Region 3: South"	"CENS-R3"	"Jan, 2002"	"2002/01"	10064.22
	"Census Region 3: South"	"CENS-R3"	"Feb, 2002"	"2002/02"	13189.79
	"Census Region 3: South"	"CENS-R3"	"Mar, 2002"	"2002/03"	16521.64
	"Census Region 3: South"	"CENS-R3"	"Apr, 2002"	"2002/04"	19597.19
	"Census Region 3: South"	"CENS-R3"	"May, 2002"	"2002/05"	23457.22
	"Census Region 3: South"	"CENS-R3"	"Jun, 2002"	"2002/06"	23725.87
	"Census Region 3: South"	"CENS-R3"	"Jul, 2002"	"2002/07"	23029.93
	"Census Region 3: South"	"CENS-R3"	"Aug, 2002"	"2002/08"	21990.46
	"Census Region 3: South"	"CENS-R3"	"Sep, 2002"	"2002/09"	17865.15
	"Census Region 3: South"	"CENS-R3"	"Oct, 2002"	"2002/10"	12763.70
	"Census Region 3: South"	"CENS-R3"	"Nov, 2002"	"2002/11"	10481.46
	"Census Region 3: South"	"CENS-R3"	"Dec, 2002"	"2002/12"	9044.20
	"Census Region 3: South"	"CENS-R3"	"Jan, 2003"	"2003/01"	10245.35
	"Census Region 3: South"	"CENS-R3"	"Feb, 2003"	"2003/02"	11509.40
	"Census Region 3: South"	"CENS-R3"	"Mar, 2003"	"2003/03"	16607.47
	"Census Region 3: South"	"CENS-R3"	"Apr, 2003"	"2003/04"	20817.17
	"Census Region 3: South"	"CENS-R3"	"May, 2003"	"2003/05"	22892.05
	"Census Region 3: South"	"CENS-R3"	"Jun, 2003"	"2003/06"	23487.99
	"Census Region 3: South"	"CENS-R3"	"Jul, 2003"	"2003/07"	24285.87
	"Census Region 3: South"	"CENS-R3"	"Aug, 2003"	"2003/08"	21514.14
	"Census Region 3: South"	"CENS-R3"	"Sep, 2003"	"2003/09"	18851.07
	"Census Region 3: South"	"CENS-R3"	"Oct, 2003"	"2003/10"	15091.10
	"Census Region 3: South"	"CENS-R3"	"Nov, 2003"	"2003/11"	10883.40
	"Census Region 3: South"	"CENS-R3"	"Dec, 2003"	"2003/12"	10085.96
	"Census Region 3: South"	"CENS-R3"	"Jan, 2004"	"2004/01"	9804.74
	"Census Region 3: South"	"CENS-R3"	"Feb, 2004"	"2004/02"	12042.34
	"Census Region 3: South"	"CENS-R3"	"Mar, 2004"	"2004/03"	16715.33
	"Census Region 3: South"	"CENS-R3"	"Apr, 2004"	"2004/04"	20544.25
	"Census Region 3: South"	"CENS-R3"	"May, 2004"	"2004/05"	23686.51
	"Census Region 3: South"	"CENS-R3"	"Jun, 2004"	"2004/06"	22673.59
	"Census Region 3: South"	"CENS-R3"	"Jul, 2004"	"2004/07"	24571.18
	"Census Region 3: South"	"CENS-R3"	"Aug, 2004"	"2004/08"	22437.91
	"Census Region 3: South"	"CENS-R3"	"Sep, 2004"	"2004/09"	18816.42
	"Census Region 3: South"	"CENS-R3"	"Oct, 2004"	"2004/10"	14393.18
	"Census Region 3: South"	"CENS-R3"	"Nov, 2004"	"2004/11"	9923.43
	"Census Region 3: South"	"CENS-R3"	"Dec, 2004"	"2004/12"	9906.94
	"Census Region 3: South"	"CENS-R3"	"Jan, 2005"	"2005/01"	9871.77
	"Census Region 3: South"	"CENS-R3"	"Feb, 2005"	"2005/02"	11687.88
	"Census Region 3: South"	"CENS-R3"	"Mar, 2005"	"2005/03"	16391.38
	"Census Region 3: South"	"CENS-R3"	"Apr, 2005"	"2005/04"	20722.52
	"Census Region 3: South"	"CENS-R3"	"May, 2005"	"2005/05"	23694.35
	"Census Region 3: South"	"CENS-R3"	"Jun, 2005"	"2005/06"	24614.13
	"Census Region 3: South"	"CENS-R3"	"Jul, 2005"	"2005/07"	24198.68
	"Census Region 3: South"	"CENS-R3"	"Aug, 2005"	"2005/08"	21610.60
	"Census Region 3: South"	"CENS-R3"	"Sep, 2005"	"2005/09"	20292.35
	"Census Region 3: South"	"CENS-R3"	"Oct, 2005"	"2005/10"	15027.42
	"Census Region 3: South"	"CENS-R3"	"Nov, 2005"	"2005/11"	11459.05
	"Census Region 3: South"	"CENS-R3"	"Dec, 2005"	"2005/12"	9730.75
	"Census Region 3: South"	"CENS-R3"	"Jan, 2006"	"2006/01"	10436.50
	"Census Region 3: South"	"CENS-R3"	"Feb, 2006"	"2006/02"	12691.99
	"Census Region 3: South"	"CENS-R3"	"Mar, 2006"	"2006/03"	17039.47
	"Census Region 3: South"	"CENS-R3"	"Apr, 2006"	"2006/04"	21703.16
	"Census Region 3: South"	"CENS-R3"	"May, 2006"	"2006/05"	24319.78
	"Census Region 3: South"	"CENS-R3"	"Jun, 2006"	"2006/06"	25568.34
	"Census Region 3: South"	"CENS-R3"	"Jul, 2006"	"2006/07"	25120.57
	"Census Region 3: South"	"CENS-R3"	"Aug, 2006"	"2006/08"	22128.34
	"Census Region 3: South"	"CENS-R3"	"Sep, 2006"	"2006/09"	18411.41
	"Census Region 3: South"	"CENS-R3"	"Oct, 2006"	"2006/10"	15273.11
	"Census Region 3: South"	"CENS-R3"	"Nov, 2006"	"2006/11"	11299.35
	"Census Region 3: South"	"CENS-R3"	"Dec, 2006"	"2006/12"	9634.38
	"Census Region 3: South"	"CENS-R3"	"Jan, 2007"	"2007/01"	9173.09
	"Census Region 3: South"	"CENS-R3"	"Feb, 2007"	"2007/02"	12872.93
